dataset_number,physics_short,e-tag,crossSection_pb,genFiltEff,kFactor,nEvents,sumOfWeights,sumOfWeightsSquared,process,generator,keywords,description,job_path
600568,PhH7EG_ggH125_ttlm15hp20_ShowerSys_fix,e8231,28.295,0.16426,1.0,409000.0,11598237.859268188,331876971.88726753,ggF H->tautau->l-h+,Powheg+Herwig7(v.7.2.1p3)+EvtGen(v.1.7.0),"['Higgs', 'SMHiggs']","125 GeV, for systematics",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/600xxx/600568/mc.PhH7EG_ggH125_ttlm15hp20_ShowerSys_fix.py
600569,PhH7EG_VBFH125_tautauh30h20_ShowerSys_fix,e8231,3.7361,0.47164,1.0,240000.0,897040.836730957,3374855.805982213,VBF H->tautau->h-h+,Powheg+Herwig7(v.7.2.1p3)+EvtGen(v.1.7.0),"['Higgs', 'SMHiggs']","125 GeV, for systematics",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/600xxx/600569/mc.PhH7EG_VBFH125_tautauh30h20_ShowerSys_fix.py
600570,PhH7EG_VBFH125_tautaul13l7_ShowerSys_fix,e8231,3.7361,0.4668976,1.0,160000.0,597962.2258758545,2249903.8706555325,VBF H->tautau->ll,Powheg+Herwig7(v.7.2.1p3)+EvtGen(v.1.7.0),"['Higgs', 'SMHiggs']","125 GeV, for systematics",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/600xxx/600570/mc.PhH7EG_VBFH125_tautaul13l7_ShowerSys_fix.py
600571,PhH7EG_VBFH125_tautaulp15hm20_ShowerSys_fix,e8231,3.7362,0.1756307,1.0,80000.0,298928.61405944824,1124951.9353278447,VBF H->tautau->l+h-,Powheg+Herwig7(v.7.2.1p3)+EvtGen(v.1.7.0),"['Higgs', 'SMHiggs']","125 GeV, for systematics",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/600xxx/600571/mc.PhH7EG_VBFH125_tautaulp15hm20_ShowerSys_fix.py
600572,PhH7EG_VBFH125_tautaulm15hp20_ShowerSys_fix,e8231,3.7361,0.1754807,1.0,80000.0,298921.1142196655,1124951.9353278447,VBF H->tautau->l-h+,Powheg+Herwig7(v.7.2.1p3)+EvtGen(v.1.7.0),"['Higgs', 'SMHiggs']","125 GeV, for systematics",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/600xxx/600572/mc.PhH7EG_VBFH125_tautaulm15hp20_ShowerSys_fix.py
600573,PhH7EG_WmH125J_Winc_MINLO_tt_ShowerSys_fix,e8231,0.54011,1.0,1.0,50000.0,26963.259505033493,15068.457795667324,"WmH, H->tautau inclusive",Powheg+Herwig7(v.7.2.1p3)+EvtGen(v.1.7.0),"['Higgs', 'SMHiggs']","125 GeV, for systematics",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/600xxx/600573/mc.PhH7EG_WmH125J_Winc_MINLO_tt_ShowerSys_fix.py
600574,PhH7EG_WpH125J_Winc_MINLO_tt_ShowerSys_fix,e8231,0.86193,1.0,1.0,80000.0,68978.00117611885,61515.028450039055,"WpH, H->tautau inclusive",Powheg+Herwig7(v.7.2.1p3)+EvtGen(v.1.7.0),"['Higgs', 'SMHiggs']","125 GeV, for systematics",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/600xxx/600574/mc.PhH7EG_WpH125J_Winc_MINLO_tt_ShowerSys_fix.py
600575,PhH7EG_ZH125J_Zinc_MINLO_tautau_ShowerSys_fix,e8231,0.76085,1.0,1.0,90000.0,68546.07628154755,54196.54254774364,"ZH, H->tautau inclusive",Powheg+Herwig7(v.7.2.1p3)+EvtGen(v.1.7.0),"['Higgs', 'SMHiggs']","125 GeV, for systematics",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/600xxx/600575/mc.PhH7EG_ZH125J_Zinc_MINLO_tautau_ShowerSys_fix.py
600686,PhPy8EG_NNPDF3_AZNLO_ggZH125_Htautau_Zinc,e8307,0.05743,1.0,1.0,40000.0,2297.399938106537,131.95116189030716,"gg->ZH, H->tautau, Z->all",Powheg+Pythia8(v.244p3.rangefix)+EvtGen(v.1.7.0),"['2tau', 'Higgs', 'SM', 'SMHiggs', 'ZHiggs', 'mH125']","POWHEG+Pythia8 gg->H+Z production: Z->all, H->tautau",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/600xxx/600686/mc.PhPy8EG_NNPDF3_AZNLO_ggZH125_Htautau_Zinc.py
601352,PhPy8EG_tW_dyn_DR_incl_antitop,e8547,35.972,1.0,1.0,2675000.0,96216887.40345383,3502379228.34714,tW single top,Powheg(v.2_r3960)+Pythia8(v.309)+EvtGen(v.2.1.1),"['SM', 'Wt', 'singleTop', 'top']","POWHEG+Pythia8+EvtGen tW production (antitop), DR scheme, dynamic scale, inclusive, hdamp equal 1.5*top mass, A14 tune, ME NNPDF30 NLO, A14 NNPDF23 LO'",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/601xxx/601352/mc.PhPy8EG_tW_dyn_DR_incl_antitop.py
601355,PhPy8EG_tW_dyn_DR_incl_top,e8547,36.003,1.0,1.0,2640000.0,95054189.43354416,3463158468.00062,tW single top,Powheg(v.2_r3960)+Pythia8(v.309)+EvtGen(v.2.1.1),"['SM', 'Wt', 'singleTop', 'top']","POWHEG+Pythia8+EvtGen tW production (antitop), DR scheme, dynamic scale, inclusive, hdamp equal 1.5*top mass, A14 tune, ME NNPDF30 NLO, A14 NNPDF23 LO'",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/601xxx/601355/mc.PhPy8EG_tW_dyn_DR_incl_top.py
601487,PhPy8EG_A14_tchan_pThard1_lep_antitop,e8435,22.193,1.0,1.0,1710000.0,37958282.3870163,910242139.3731662,t-channel single top,Powheg+Pythia8(v.306)+EvtGen(v.1.7.0),"['SM', 'lepton', 'top']","1, ME NNPDF3.04f NLO, A14 NNPDF23 LO'",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/601xxx/601487/mc.PhPy8EG_A14_tchan_pThard1_lep_antitop.py
601489,PhPy8EG_A14_tchan_pThard1_lep_top,e8435,37.019,1.0,1.0,2799000.0,103620688.04920578,4024885881.523347,t-channel single top,Powheg+Pythia8(v.306)+EvtGen(v.1.7.0),"['SM', 'lepton', 'top']","1, ME NNPDF3.04f NLO, A14 NNPDF23 LO'",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/601xxx/601489/mc.PhPy8EG_A14_tchan_pThard1_lep_top.py
601491,PhPy8EG_A14_ttbar_pThard1_dil,e8441,730.17,0.1053641,1.0,5690000.0,4154782138.715454,3082250565427.278,ttbar dilep,Powheg+Pythia8(v.306)+EvtGen(v.1.7.0),"['SM', 'lepton', 'top', 'ttbar']","1, ME NNPDF30 NLO, A14 NNPDF23 LO from DSID 410450 LHE files with Shower Weights added'",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/601xxx/601491/mc.PhPy8EG_A14_ttbar_pThard1_dil.py
601495,PhPy8EG_A14_ttbar_pThard1_allhad,e8435,0.5262326015,0.1693803,1.0,180000.0,131504138.550354,97551293368.36743,ttbar no leptons,MadGraph(v.2.9.5.atlas2)+Pythia8(v.306)+EvtGen(v.1.7.0),"['SM', 'top', 'ttbar']","1, ME NNPDF30 NLO, A14 NNPDF23 LO from DSID 410450 LHE files with Shower Weights added'",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/601xxx/601495/mc.PhPy8EG_A14_ttbar_pThard1_allhad.py
601497,PhPy8EG_A14_ttbar_pThard1_singlelep,e8435,730.17,0.4384187,1.0,23283000.0,17000349086.373352,12612847672342.768,ttbar single lep,Powheg+Pythia8(v.306)+EvtGen(v.1.7.0),"['SM', 'lepton', 'top', 'ttbar']","1, ME NNPDF30 NLO, A14 NNPDF23 LO from DSID 410450 LHE files with Shower Weights added'",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/601xxx/601497/mc.PhPy8EG_A14_ttbar_pThard1_singlelep.py
601624,PhPy8EG_tW_DS_dyn_dil_antitop,e8482,3.7841,1.0,1.0,320000.0,1210971.3975141048,4707965.131704106,tW single top,Powheg(v.2_r3992)+Pythia8(v.307p1)+EvtGen(v.1.7.0),"['SM', 'Wt', 'singleTop', 'top']","POWHEG+Pythia8+EvtGen tW production (antitop), DS scheme, dynamic scales, dilepton, with Powheg hdamp equal 1.5*top mass, A14 tune, ME NNPDF30 NLO, A14 NNPDF23 LO'",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/601xxx/601624/mc.PhPy8EG_tW_DS_dyn_dil_antitop.py
601627,PhPy8EG_tW_DS_dyn_incl_antitop,e8482,35.932,1.0,1.0,2660000.0,95587925.44335938,3526433852.7179737,tW single top,Powheg(v.2_r3992)+Pythia8(v.307p1)+EvtGen(v.1.7.0),"['SM', 'Wt', 'singleTop', 'top']","POWHEG+Pythia8+EvtGen tW production (antitop), DS scheme, dynamic scales, dilepton, with Powheg hdamp equal 1.5*top mass, A14 tune, ME NNPDF30 NLO, A14 NNPDF23 LO'",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/601xxx/601627/mc.PhPy8EG_tW_DS_dyn_incl_antitop.py
601628,PhPy8EG_tW_DS_dyn_dil_top,e8482,3.7062,1.0,1.0,400000.0,1482564.8934106827,5659723.983259376,tW single top,Powheg(v.2_r3992)+Pythia8(v.307p1)+EvtGen(v.1.7.0),"['SM', 'Wt', 'singleTop', 'top']","POWHEG+Pythia8+EvtGen tW production (top), DS scheme, dynamic scales, dilepton, with Powheg hdamp equal 1.5*top mass, A14 tune, ME NNPDF30 NLO, A14 NNPDF23 LO'",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/601xxx/601628/mc.PhPy8EG_tW_DS_dyn_dil_top.py
601631,PhPy8EG_tW_DS_dyn_incl_top,e8482,35.154,1.0,1.0,2560000.0,90059800.79774857,3331352330.564611,tW single top,Powheg(v.2_r3992)+Pythia8(v.307p1)+EvtGen(v.1.7.0),"['SM', 'Wt', 'singleTop', 'top']","POWHEG+Pythia8+EvtGen tW production (top), DS scheme, dynamic scales, inclusive, with Powheg hdamp equal 1.5*top mass, A14 tune, ME NNPDF30 NLO, A14 NNPDF23 LO'",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/601xxx/601631/mc.PhPy8EG_tW_DS_dyn_incl_top.py
601761,PhPy8EG_tW_dyn_DR_pThard1_incl_top,e8526,36.005,1.0,1.0,2680000.0,96485543.9096489,3516330746.4556313,tW single top,Powheg(v.05-05)+Pythia8(v.308)+EvtGen(v.2.1.1),"['SM', 'Wt', 'singleTop', 'top']","1, hdamp equal 1.5*top mass, A14 tune, ME NNPDF30 NLO, A14 NNPDF23 LO from DSID 601623 LHE files with Shower Weights added'",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/601xxx/601761/mc.PhPy8EG_tW_dyn_DR_pThard1_incl_top.py
601762,PhPy8EG_tW_dyn_DR_pThard1_incl_antitop,e8526,35.973,1.0,1.0,2640000.0,94962067.53629303,3457111220.8099527,tW single top,Powheg(v.05-05)+Pythia8(v.308)+EvtGen(v.2.1.1),"['SM', 'Wt', 'singleTop', 'top']","1, hdamp equal 1.5*top mass, A14 tune, ME NNPDF30 NLO, A14 NNPDF23 LO from DSID 601619 LHE files with Shower Weights added'",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/601xxx/601762/mc.PhPy8EG_tW_dyn_DR_pThard1_incl_antitop.py
601763,PhPy8EG_tW_dyn_DR_pThard1_dil_top,e8526,3.7935,1.0,1.0,400000.0,1517534.717085123,5824457.434737642,tW single top dilepton,Powheg(v.05-05)+Pythia8(v.308)+EvtGen(v.2.1.1),"['2lepton', 'SM', 'Wt', 'singleTop', 'top']","1, hdamp equal 1.5*top mass, A14 tune, ME NNPDF30 NLO, A14 NNPDF23 LO from DSID 601620 LHE files with Shower Weights added'",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/601xxx/601763/mc.PhPy8EG_tW_dyn_DR_pThard1_dil_top.py
601764,PhPy8EG_tW_dyn_DR_pThard1_dil_antitop,e8526,3.7901,1.0,1.0,400000.0,1515861.1782016754,5814524.308346955,tW single top dilepton,Powheg(v.05-05)+Pythia8(v.308)+EvtGen(v.2.1.1),"['2lepton', 'SM', 'Wt', 'singleTop', 'top']","1, hdamp equal 1.5*top mass, A14 tune, ME NNPDF30 NLO, A14 NNPDF23 LO from DSID 601616 LHE files with Shower Weights added'",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/601xxx/601764/mc.PhPy8EG_tW_dyn_DR_pThard1_dil_antitop.py
700000,Sh_228_ttW,e7793,0.59045,1.0,1.0,170000.0,161503.5486770356,321970.0641107591,ttW,Sherpa(v.2.2.8p3),"['SM', 'multilepton', 'ttW']","Sherpa ttW+0,1j@NLO+2j@LO with Sherpa 2.2.8 and EW correction weights",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700000/mc.Sh_228_ttW.py
700007,Sh_228_yyy_01NLO,e7999,0.35513,1.0,1.0,50000.0,32286.689842534746,53052.9490509765,Triphoton production,Sherpa(v.2.2.8p3),"['3photon', 'SM']","Sherpa yyy + 0,1j@NLO",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700007/mc.Sh_228_yyy_01NLO.py
700195,Sh_2210_eegammagamma,e8138,1.3192,1.0,1.0,150000.0,9670333022.464417,1316410813184901.8,ee+photon+photon,Sherpa(v.2.2.10p4),"['2electron', '2photon', 'NLO', 'SM']","Sherpa eegammagamma + 0j@NLO + 1,2j@LO.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700195/mc.Sh_2210_eegammagamma.py
700196,Sh_2210_mumugammagamma,e8138,1.3189,1.0,1.0,250000.0,13560022184.40004,1548708161544547.8,mumu+photon+photon,Sherpa(v.2.2.10p4),"['2muon', '2photon', 'NLO', 'SM']","Sherpa mumugammagamma + 0j@NLO + 1,2j@LO.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700196/mc.Sh_2210_mumugammagamma.py
700197,Sh_2210_tautaugammagamma,e8138,1.3188,1.0,1.0,100000.0,4680460288.020126,473192816677166.94,tautua+photon+photon,Sherpa(v.2.2.10p4),"['2photon', '2tau', 'NLO', 'SM']","Sherpa tautaugammagamma + 0j@NLO + 1,2j@LO.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700197/mc.Sh_2210_tautaugammagamma.py
700198,Sh_2210_nunugammagamma,e8138,0.23733,1.0,1.0,50000.0,347166626.43026733,4934451136105.912,nunu+photon+photon,Sherpa(v.2.2.10p4),"['2neutrino', '2photon', 'NLO', 'SM']","Sherpa nunugammagamma + 0j@NLO + 1,2j@LO.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700198/mc.Sh_2210_nunugammagamma.py
700199,Sh_2210_enugammagamma,e8138,2.0108,1.0,1.0,150000.0,28336530326.402832,1.0084442001164676e+16,enu+photon+photon,Sherpa(v.2.2.10p4),"['2photon', 'NLO', 'SM', 'electron']","Sherpa enugammagamma + 0j@NLO + 1,2j@LO.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700199/mc.Sh_2210_enugammagamma.py
700200,Sh_2210_munugammagamma,e8138,1.9989,1.0,1.0,150000.0,17220043101.836975,3678325250618059.0,munu+photon+photon,Sherpa(v.2.2.10p4),"['2photon', 'NLO', 'SM', 'muon']","Sherpa munugammagamma + 0j@NLO + 1,2j@LO.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700200/mc.Sh_2210_munugammagamma.py
700201,Sh_2210_taunugammagamma,e8138,2.0074,1.0,1.0,150000.0,17653551411.657166,3854472665998685.0,taunu+photon+photon,Sherpa(v.2.2.10p4),"['2photon', 'NLO', 'SM', 'tau']","Sherpa taunugammagamma + 0j@NLO + 1,2j@LO.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700201/mc.Sh_2210_taunugammagamma.py
700320,Sh_2211_Zee_maxHTpTV2_BFilter,e8351,2221.2,0.02493594,1.0,4206400.0,13590815498198.059,8.425539971958584e+20,Z->ee with b-quarks,Sherpa,"['2electron', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> e e + 0,1,2j@NLO + 3,4,5j@LO with b-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700320/mc.Sh_2211_Zee_maxHTpTV2_BFilter.py
700321,Sh_2211_Zee_maxHTpTV2_CFilterBVeto,e8351,2221.2,0.1298145,1.0,20979600.0,146340931506490.44,1.1037230997788556e+22,Z->ee with c-quarks,Sherpa,"['2electron', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> e e + 0,1,2j@NLO + 3,4,5j@LO with c-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700321/mc.Sh_2211_Zee_maxHTpTV2_CFilterBVeto.py
700322,Sh_2211_Zee_maxHTpTV2_CVetoBVeto,e8351,2221.2,0.8460721,1.0,85403200.0,1195987492151594.8,9.638225966800312e+22,Z->ee without b- or c-quarks,Sherpa,"['2electron', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> e e + 0,1,2j@NLO + 3,4,5j@LO with light-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700322/mc.Sh_2211_Zee_maxHTpTV2_CVetoBVeto.py
700323,Sh_2211_Zmumu_maxHTpTV2_BFilter,e8351,2221.3,0.02439439,1.0,4009800.0,12741690203522.818,8.070834386859773e+20,Z->mumu with b-quarks,Sherpa,"['2muon', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> mu mu + 0,1,2j@NLO + 3,4,5j@LO with b-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700323/mc.Sh_2211_Zmumu_maxHTpTV2_BFilter.py
700324,Sh_2211_Zmumu_maxHTpTV2_CFilterBVeto,e8351,2221.3,0.13003,1.0,20960000.0,146058373467803.72,1.0886488594019674e+22,Z->mumu with c-quarks,Sherpa,"['2muon', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> mu mu + 0,1,2j@NLO + 3,4,5j@LO with c-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700324/mc.Sh_2211_Zmumu_maxHTpTV2_CFilterBVeto.py
700325,Sh_2211_Zmumu_maxHTpTV2_CVetoBVeto,e8351,2221.3,0.8463929,1.0,85443000.0,1196323720518196.5,9.622751117378584e+22,Z->mumu without b- or c-quarks,Sherpa,"['2muon', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> mu mu + 0,1,2j@NLO + 3,4,5j@LO with light-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700325/mc.Sh_2211_Zmumu_maxHTpTV2_CVetoBVeto.py
700335,Sh_2211_Znunu_pTV2_BFilter,e8351,447.13,0.08426931,1.0,2841000.0,16473609662908.06,5.967387086303186e+20,Z->nunu,Sherpa,"['NLO', 'SM', 'Z', 'jets', 'neutrino']","Sherpa Z -> nu nu + 0,1,2j@NLO + 3,4,5j@LO with b-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700335/mc.Sh_2211_Znunu_pTV2_BFilter.py
700336,Sh_2211_Znunu_pTV2_CFilterBVeto,e8351,447.13,0.202381,1.0,6688000.0,40184592610478.555,1.3232145195966624e+21,Z->nunu,Sherpa,"['NLO', 'SM', 'Z', 'jets', 'neutrino']","Sherpa Z -> nu nu + 0,1,2j@NLO + 3,4,5j@LO with c-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700336/mc.Sh_2211_Znunu_pTV2_CFilterBVeto.py
700337,Sh_2211_Znunu_pTV2_CVetoBVeto,e8351,447.13,0.712717,1.0,23108200.0,141602625733007.44,4.05027168968272e+21,Z->nunu,Sherpa,"['NLO', 'SM', 'Z', 'jets', 'neutrino']","Sherpa Z -> nu nu + 0,1,2j@NLO + 3,4,5j@LO with light-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700337/mc.Sh_2211_Znunu_pTV2_CVetoBVeto.py
700338,Sh_2211_Wenu_maxHTpTV2_BFilter,e8351,21742.0,0.009376371,1.0,14839000.0,422231959730433.0,2.5186753164827317e+23,W->enu,Sherpa,"['NLO', 'SM', 'W', 'electron', 'jets']","Sherpa W+/W- -> e nu + 0,1,2j@NLO + 3,4,5j@LO with b-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700338/mc.Sh_2211_Wenu_maxHTpTV2_BFilter.py
700339,Sh_2211_Wenu_maxHTpTV2_CFilterBVeto,e8351,21742.0,0.1489766,1.0,133882000.0,1.018602244791474e+16,8.06219502972019e+24,W->enu,Sherpa,"['NLO', 'SM', 'W', 'electron', 'jets']","Sherpa W+/W- -> e nu + 0,1,2j@NLO + 3,4,5j@LO with c-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700339/mc.Sh_2211_Wenu_maxHTpTV2_CFilterBVeto.py
700340,Sh_2211_Wenu_maxHTpTV2_CVetoBVeto,e8351,21742.0,0.8435958,1.0,177913000.0,2.897842369250881e+16,2.463680354054539e+25,W->enu,Sherpa,"['NLO', 'SM', 'W', 'electron', 'jets']","Sherpa W+/W- -> e nu + 0,1,2j@NLO + 3,4,5j@LO with light-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700340/mc.Sh_2211_Wenu_maxHTpTV2_CVetoBVeto.py
700341,Sh_2211_Wmunu_maxHTpTV2_BFilter,e8351,21806.0,0.0097968,1.0,15514000.0,436982952631438.7,2.5924043058085565e+23,W->munu,Sherpa,"['NLO', 'SM', 'W', 'jets', 'muon']","Sherpa W+/W- -> mu nu + 0,1,2j@NLO + 3,4,5j@LO with b-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700341/mc.Sh_2211_Wmunu_maxHTpTV2_BFilter.py
700342,Sh_2211_Wmunu_maxHTpTV2_CFilterBVeto,e8351,21806.0,0.1460112,1.0,124010000.0,9443939100276306.0,7.462176630430988e+24,W->munu,Sherpa,"['NLO', 'SM', 'W', 'jets', 'muon']","Sherpa W+/W- -> mu nu + 0,1,2j@NLO + 3,4,5j@LO with c-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700342/mc.Sh_2211_Wmunu_maxHTpTV2_CFilterBVeto.py
700343,Sh_2211_Wmunu_maxHTpTV2_CVetoBVeto,e8351,21806.0,0.8435538,1.0,158012000.0,2.5735614820769316e+16,2.1940065983114303e+25,W->munu,Sherpa,"['NLO', 'SM', 'W', 'jets', 'muon']","Sherpa W+/W- -> mu nu + 0,1,2j@NLO + 3,4,5j@LO with light-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700343/mc.Sh_2211_Wmunu_maxHTpTV2_CVetoBVeto.py
700344,Sh_2211_Wtaunu_L_maxHTpTV2_BFilter,e8351,7680.0,0.009011307,1.0,5117000.0,141445079722192.94,1.0151915849516505e+23,W->taunu,Sherpa,"['NLO', 'SM', 'W', 'jets', 'tau']","Sherpa W+/W- -> tau nu + 0,1,2j@NLO + 3,4,5j@LO with leptonic tau decays and b-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700344/mc.Sh_2211_Wtaunu_L_maxHTpTV2_BFilter.py
700345,Sh_2211_Wtaunu_L_maxHTpTV2_CFilterBVeto,e8351,7680.0,0.146033,1.0,24321000.0,1827249151294792.8,1.395964353440938e+24,W->taunu,Sherpa,"['NLO', 'SM', 'W', 'jets', 'tau']","Sherpa W+/W- -> tau nu + 0,1,2j@NLO + 3,4,5j@LO with leptonic tau decays and c-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700345/mc.Sh_2211_Wtaunu_L_maxHTpTV2_CFilterBVeto.py
700346,Sh_2211_Wtaunu_L_maxHTpTV2_CVetoBVeto,e8351,7680.0,0.8474706,1.0,57130000.0,9296746870084430.0,7.888414967491393e+24,W->taunu,Sherpa,"['NLO', 'SM', 'W', 'jets', 'tau']","Sherpa W+/W- -> tau nu + 0,1,2j@NLO + 3,4,5j@LO with leptonic tau decays and light-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700346/mc.Sh_2211_Wtaunu_L_maxHTpTV2_CVetoBVeto.py
700347,Sh_2211_Wtaunu_H_maxHTpTV2_BFilter,e8351,14126.0,0.00867775,1.0,7066000.0,197643939627956.1,1.194334518614749e+23,W->taunu,Sherpa,"['NLO', 'SM', 'W', 'jets', 'tau']","Sherpa W+/W- -> tau nu + 0,1,2j@NLO + 3,4,5j@LO with hadronic tau decays and b-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700347/mc.Sh_2211_Wtaunu_H_maxHTpTV2_BFilter.py
700348,Sh_2211_Wtaunu_H_maxHTpTV2_CFilterBVeto,e8351,14126.0,0.1433724,1.0,7656000.0,574905906029845.5,4.366825591705987e+23,W->taunu,Sherpa,"['NLO', 'SM', 'W', 'jets', 'tau']","Sherpa W+/W- -> tau nu + 0,1,2j@NLO + 3,4,5j@LO with hadronic tau decays c-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700348/mc.Sh_2211_Wtaunu_H_maxHTpTV2_CFilterBVeto.py
700349,Sh_2211_Wtaunu_H_maxHTpTV2_CVetoBVeto,e8351,14126.0,0.8474573,1.0,57158000.0,9302747717953196.0,7.892020659752642e+24,W->taunu,Sherpa,"['NLO', 'SM', 'W', 'jets', 'tau']","Sherpa W+/W- -> tau nu + 0,1,2j@NLO + 3,4,5j@LO with hadronic tau decaus and light-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700349/mc.Sh_2211_Wtaunu_H_maxHTpTV2_CVetoBVeto.py
