dataset_number,physics_short,e-tag,crossSection_pb,genFiltEff,kFactor,nEvents,sumOfWeights,sumOfWeightsSquared,process,generator,keywords,description,job_path
301204,Pythia8EvtGen_A14MSTW2008LO_Zprime_NoInt_ee_SSM3000,e3723,0.001762,1.0,1.0,20000.0,20000.0,20000.0,pp>Zprime>ee,Pythia8(v8.186)+EvtGen(v1.2.0),"['2electron', 'BSM', 'SSM', 'Zprime', 'electroweak', 'heavyBoson', 'resonance']",Pythia 8 Zprime decaying to two electrons',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID301xxx/MC15.301204.Pythia8EvtGen_A14MSTW2008LO_Zprime_NoInt_ee_SSM3000.py
301209,Pythia8EvtGen_A14MSTW2008LO_Zprime_NoInt_mumu_SSM3000,e3723,0.0017718,1.0,1.0,20000.0,20000.0,20000.0,pp>Zprime>mm,Pythia8(v8.186)+EvtGen(v1.2.0),"['2muon', 'BSM', 'SSM', 'Zprime', 'electroweak', 'heavyBoson', 'resonance']",Pythia 8 Zprime decaying to two muons',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID301xxx/MC15.301209.Pythia8EvtGen_A14MSTW2008LO_Zprime_NoInt_mumu_SSM3000.py
301243,Pythia8EvtGen_A14NNPDF23LO_Wprime_enu_SSM3000,e3886,0.011414,1.0,1.0,8000.0,8000.0,8000.0,pp>Wprime>enu,Pythia8(v8.186)+EvtGen(v1.2.0),"['BSM', 'SSM', 'Wprime', 'electroweak', 'heavyBoson', 'lepton', 'neutrino', 'resonance']",Pythia 8 Wprime decaying to enu',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID301xxx/MC15.301243.Pythia8EvtGen_A14NNPDF23LO_Wprime_enu_SSM3000.py
301247,Pythia8EvtGen_A14NNPDF23LO_Wprime_munu_SSM3000,e3886,0.011432,1.0,1.0,20000.0,20000.0,20000.0,pp>Wprime>munu,Pythia8(v8.186)+EvtGen(v1.2.0),"['BSM', 'SSM', 'Wprime', 'electroweak', 'heavyBoson', 'lepton', 'neutrino', 'resonance']",Pythia 8 Wprime decaying to munu',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID301xxx/MC15.301247.Pythia8EvtGen_A14NNPDF23LO_Wprime_munu_SSM3000.py
301333,Pythia8EvtGen_A14NNPDF23LO_zprime3000_tt,e3723,0.0050843,1.0,1.0,30000.0,30000.0,30000.0,pp>Zprime>ttbar,Pythia8(v8.186)+EvtGen(v1.2.0),"['BSM', 'Zprime', 'resonance', 'ttbar']","SSM Z prime (+str(m_zprime)+"") to ttbar""",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID301xxx/MC15.301333.Pythia8EvtGen_A14NNPDF23LO_zprime3000_tt.py
301826,Pythia8EvtGen_A14NNPDF23LO_Wprime_qq_3000,e4446,0.10318,1.0,1.0,10000.0,10000.0,10000.0,pp>Wprime>qq,Pythia8(v8.205)+EvtGen(v1.2.0),"['BSM', 'Wprime', 'exotic', 'jets']","Wprime->qq +str(M_Wprime)+"" GeV with NNPDF23LO PDF and A14 tune""",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID301xxx/MC15.301826.Pythia8EvtGen_A14NNPDF23LO_Wprime_qq_3000.py
301928,Pythia8EvtGen_A14NNPDF23LO_Zprimebb3000,e3889,0.007024,1.0,1.0,10000.0,10000.0,10000.0,Zprime->bb,Pythia8(v8.186)+EvtGen(v1.2.0),"['Zprime', 'exotic']",3000 GeV,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID301xxx/MC15.301928.Pythia8EvtGen_A14NNPDF23LO_Zprimebb3000.py
302520,Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_55_100,e4045,85.503,0.42178,1.0,2642000.0,2642000.0,2642000.0,QCD direct diphoton production,Pythia8(v8.186)+EvtGen(v1.2.0),"['SM', 'diphoton', 'egamma']","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 55<Mgg<100 GeV",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID302xxx/MC15.302520.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_55_100.py
302521,Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_100_160,e4045,18.282,0.44191,1.0,642000.0,642000.0,642000.0,QCD direct diphoton production,Pythia8(v8.186)+EvtGen(v1.2.0),"['SM', 'diphoton', 'egamma']","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 100<Mgg<160 GeV",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID302xxx/MC15.302521.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_100_160.py
302522,Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_160_250,e4045,5.028,0.42736,1.0,200000.0,200000.0,200000.0,QCD direct diphoton production,Pythia8(v8.186)+EvtGen(v1.2.0),"['SM', 'diphoton', 'egamma']","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 160<Mgg<250 GeV",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID302xxx/MC15.302522.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_160_250.py
302523,Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_250_400,e4045,1.4436,0.4076254,1.0,100000.0,100000.0,100000.0,QCD direct diphoton production,Pythia8(v8.186)+EvtGen(v1.2.0),"['SM', 'diphoton', 'egamma']","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 250<Mgg<400 GeV",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID302xxx/MC15.302523.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_250_400.py
302524,Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_400_650,e4045,0.3543,0.38689,1.0,220000.0,220000.0,220000.0,QCD direct diphoton production,Pythia8(v8.186)+EvtGen(v1.2.0),"['SM', 'diphoton', 'egamma']","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 400<Mgg<650 GeV",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID302xxx/MC15.302524.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_400_650.py
302525,Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_650_1000,e4045,0.069134,0.36991,1.0,84000.0,84000.0,84000.0,QCD direct diphoton production,Pythia8(v8.186)+EvtGen(v1.2.0),"['SM', 'diphoton', 'egamma']","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 650<Mgg<1000 GeV",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID302xxx/MC15.302525.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_650_1000.py
302526,Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_1000_1500,e4045,0.014192,0.35436,1.0,166000.0,166000.0,166000.0,QCD direct diphoton production,Pythia8(v8.186)+EvtGen(v1.2.0),"['SM', 'diphoton', 'egamma']","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 1000<Mgg<1500 GeV",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID302xxx/MC15.302526.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_1000_1500.py
302527,Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_1500_2000,e4045,0.0023204,0.33749,1.0,160000.0,160000.0,160000.0,QCD direct diphoton production,Pythia8(v8.186)+EvtGen(v1.2.0),"['SM', 'diphoton', 'egamma']","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 1500<Mgg<2000 GeV",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID302xxx/MC15.302527.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_1500_2000.py
302528,Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_2000_2500,e4045,0.000538,0.3221617,1.0,217000.0,217000.0,217000.0,QCD direct diphoton production,Pythia8(v8.186)+EvtGen(v1.2.0),"['SM', 'diphoton', 'egamma']","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 2000<Mgg<2500 GeV",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID302xxx/MC15.302528.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_2000_2500.py
302529,Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_2500_3000,e4045,0.00015155,0.3062057,1.0,140000.0,140000.0,140000.0,QCD direct diphoton production,Pythia8(v8.186)+EvtGen(v1.2.0),"['SM', 'diphoton', 'egamma']","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 2500<Mgg<3000 GeV",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID302xxx/MC15.302529.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_2500_3000.py
302530,Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_3000_3500,e4045,4.8e-05,0.29052,1.0,222000.0,222000.0,222000.0,QCD direct diphoton production,Pythia8(v8.186)+EvtGen(v1.2.0),"['SM', 'diphoton', 'egamma']","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 3000<Mgg<3500 GeV",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID302xxx/MC15.302530.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_3000_3500.py
302531,Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_3500_4000,e4045,1.63e-05,0.27399,1.0,100000.0,100000.0,100000.0,QCD direct diphoton production,Pythia8(v8.186)+EvtGen(v1.2.0),"['SM', 'diphoton', 'egamma']","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 3500<Mgg<4000 GeV",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID302xxx/MC15.302531.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_3500_4000.py
302532,Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_4000_4500,e4045,5.78e-06,0.2575575,1.0,170000.0,170000.0,170000.0,QCD direct diphoton production,Pythia8(v8.186)+EvtGen(v1.2.0),"['SM', 'diphoton', 'egamma']","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 4000<Mgg<4500 GeV",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID302xxx/MC15.302532.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_4000_4500.py
302533,Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_4500_5000,e4045,2.08e-06,0.2410599,1.0,67000.0,67000.0,67000.0,QCD direct diphoton production,Pythia8(v8.186)+EvtGen(v1.2.0),"['SM', 'diphoton', 'egamma']","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 4500<Mgg<5000 GeV",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID302xxx/MC15.302533.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_4500_5000.py
302534,Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_5000_inf,e4045,1.18e-06,0.21883,1.0,161000.0,161000.0,161000.0,QCD direct diphoton production,Pythia8(v8.186)+EvtGen(v1.2.0),"['SM', 'diphoton', 'egamma']","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut Mgg>5000 GeV",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID302xxx/MC15.302534.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_5000_inf.py
302733,MadGraphPythia8EvtGen_A14NNPDF23LO_WpL_tblep_M3000,e7895,0.010682,1.0,1.0,30000.0,30000.0,30000.0,Wprime->tb,MadGraph+Pythia8+EvtGen,"['bsm', 'bsmtop', 'exotic', 'schannel', 'singletop', 'top', 'wprime']",MadGraph5+Pythia8+EvtGen for Wprime->tb,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID302xxx/MC15.302733.MadGraphPythia8EvtGen_A14NNPDF23LO_WpL_tblep_M3000.py
304014,MadGraphPythia8EvtGen_A14NNPDF23_3top_SM,e4324,0.0016396,1.0,1.0,30000.0,30000.0,30000.0,ttt,MadGraph5_aMC@NLO(v2.2.2.p6)+Pythia8(v8.186)+EvtGen(v1.2.0),"['sm', 'top']",MadGraph_3topSM,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID304xxx/MC15.304014.MadGraphPythia8EvtGen_A14NNPDF23_3top_SM.py
306149,MadGraphPythia8EvtGen_A14NNPDF23LO_WpL_tbhad_M3000,e7895,0.021374,1.0,1.0,30000.0,30000.0,30000.0,Wprime->tb,MadGraph+Pythia8+EvtGen,"['BSM', 'BSMtop', 'Wprime', 'exotic', 'sChannel', 'singleTop', 'top']",MadGraph5+Pythia8+EvtGen for Wprime->tb,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID306xxx/MC15.306149.MadGraphPythia8EvtGen_A14NNPDF23LO_WpL_tbhad_M3000.py
311490,PowhegPy8EG_A14N23LO_DMA_500_700_gq0p25,e7368,0.0072802,1.0,1.0,30000.0,218.59927853598492,3.8458134683460465,pp->A(XXbar)j',Powheg+Pythia8+EvtGen,"['BSM', 'WIMP', 'exotic', 'invisible']",1.00) for mono-jet analysis (suitable for MET > 200 GeV)',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID311xxx/MC15.311490.PowhegPy8EG_A14N23LO_DMA_500_700_gq0p25.py
312613,aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000,e7821,0.005473,0.55376,1.0,29000.0,160.839124456048,2.217868333703887,pp -> LQ LQ,aMcAtNlo+Pythia8.230+EvtGen,"['bsm', 'exotic', 'leptoquark', 'scalar']","Pair production of scalar leptoquarks, {0}, mLQ=1000",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID312xxx/MC15.312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.py
341456,PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_veveWWlvqq_VpT,e4212,0.049674,0.43807,1.0,20000.0,1031.3355653407052,94.97296745817906,"qq->ZH, H->WW, Z->veve",Powheg(v2_r3033)+Pythia8(v8.186)+EvtGen(v1.2.0),"['Higgs', 'SM', 'SMHiggs', 'ZHiggs', 'mH125']",POWHEG+MiNLO+Pythia8 H+Z+jet->veveWW->vevelvqq production,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID341xxx/MC15.341456.PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_veveWWlvqq_VpT.py
341458,PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_vmuvmuWWlvqq_VpT,e4212,0.049803,0.4375,1.0,40000.0,1916.3677886980586,172.91620674663616,"qq->ZH, H->WW, Z->vmuvmu",Powheg(v2_r3033)+Pythia8(v8.186)+EvtGen(v1.2.0),"['Higgs', 'SM', 'SMHiggs', 'ZHiggs', 'mH125']",POWHEG+MiNLO+Pythia8 H+Z+jet->vmuvmuWW->vmuvmulvqq production,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID341xxx/MC15.341458.PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_vmuvmuWWlvqq_VpT.py
341460,PowhegPy8EG_CT10_AZNLO_ZH125J_MINLO_vtauvtauWWlvqq_VpT,e4377,0.051173,0.43582,1.0,40000.0,2053.286085075699,197.11538422076683,"qq->ZH, H->WW, Z->vtauvtau",Powheg(v2_r3033)+Pythia8(v8.186)+EvtGen(v1.2.0),"['Higgs', 'SM', 'SMHiggs', 'ZHiggs', 'mH125']",POWHEG+MiNLO+Pythia8 H+Z+jet->vtauvtauWW->vtauvtaulvqq production,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID341xxx/MC15.341460.PowhegPy8EG_CT10_AZNLO_ZH125J_MINLO_vtauvtauWWlvqq_VpT.py
343981,PowhegPythia8EvtGen_NNLOPS_nnlo_30_ggH125_gamgam,e5607,0.110277,1.0,1.0,200000.0,5660114.774513245,162287375.54376578,H->gamma gamma GGF production,Powheg(v2_r3133)+Pythia8(v8.212)+EvtGen(v1.2.0),"['1jet', 'Higgs']",POWHEG+Pythia8 H+jet production with NNLOPS and the A14 tune',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID343xxx/MC15.343981.PowhegPythia8EvtGen_NNLOPS_nnlo_30_ggH125_gamgam.py
344158,aMcAtNloPythia8EvtGen_A14NNPDF23LO_ppx0_FxFx_Np012_SM,e5403,0.0041214,1.0,1.0,100000.0,1560.2469569034874,58.39150914848344,GGF H,MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.212)+EvtGen(v1.2.0),"['BSM', 'Higgs', 'ZZ', 'gluonFusionHiggs', 'jets', 'mH125', 'resonance']",ggF 125 GeV Higgs FxFx merged production in the Higgs Characterization model decaying to zz4l.,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID344xxx/MC15.344158.aMcAtNloPythia8EvtGen_A14NNPDF23LO_ppx0_FxFx_Np012_SM.py
345056,PowhegPythia8EvtGen_NNPDF3_AZNLO_ZH125J_MINLO_vvbb_VpT,e5706,0.089075,1.0,1.0,120000.0,18045.216277569532,4966.780179609021,"qq->ZH, H->bb, Z->vv",Powheg(v2_r3133)+Pythia8(v8.212)+EvtGen(v1.2.0),"['Higgs', 'SM', 'SMHiggs', 'ZHiggs', 'mH125']",POWHEG+MiNLO+Pythia8 H+Z+jet->vvbbar production,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345056.PowhegPythia8EvtGen_NNPDF3_AZNLO_ZH125J_MINLO_vvbb_VpT.py
345058,PowhegPythia8EvtGen_NNPDF3_AZNLO_ggZH125_vvbb,e6004,0.01138,1.0,1.0,105000.0,1200.2067230641842,13.728168955906433,"gg->ZH, H->bb, Z->vv",Powheg+Pythia8(v8.212)+EvtGen(v1.6.0),"['Higgs', 'SM', 'SMHiggs', 'ZHiggs', 'mH125']",POWHEG+Pythia8 gg->H+Z->vvbbar production,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345058.PowhegPythia8EvtGen_NNPDF3_AZNLO_ggZH125_vvbb.py
345060,PowhegPythia8EvtGen_NNLOPS_nnlo_30_ggH125_ZZ4l,e7735,28.3,0.000124,1.45,1598000.0,45231011.19517517,1296676130.5944173,ggH H->ZZ->llll,Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'ZZ', 'mH125']",125 GeV,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345060.PowhegPythia8EvtGen_NNLOPS_nnlo_30_ggH125_ZZ4l.py
345061,PowhegPythia8EvtGen_NNPDF3_AZNLO_ggZH125_HgamgamZinc,e5762,0.000278529,1.0,1.0,40000.0,2297.4008321762085,131.9512645920906,"gg->ZH, H->gamgam, Z->inc",Powheg(v2_r3133)+Pythia8(v8.212)+EvtGen(v1.2.0),"['Higgs', 'SM', 'SMHiggs', 'ZHiggs', 'mH125']",POWHEG+Pythia8 gg->H+Z->gamgamqqbar production,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345061.PowhegPythia8EvtGen_NNPDF3_AZNLO_ggZH125_HgamgamZinc.py
345066,PowhegPythia8EvtGen_NNPDF3_AZNLO_ggZH125_ZZ4lepZinc,e7735,0.057429,0.0002745,1.0,40000.0,2297.4008321762085,131.9512645920906,"gg->ZH, H->ZZ4lep, Z->inc",Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SMHiggs', 'ZHiggs', 'ZZ', 'mH125']",125 GeV CPS,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345066.PowhegPythia8EvtGen_NNPDF3_AZNLO_ggZH125_ZZ4lepZinc.py
345097,PowhegPythia8EvtGen_NNLOPS_nnlo_30_ggH125_mumu,e5732,0.010571,1.0,1.0,150000.0,4247621.310955048,121715531.65779158,ggH H->mumu,Powheg+Pythia8(v8.212)+EvtGen(v1.2.0),"['2muon', 'Higgs', 'SM', 'SMHiggs', 'mH125']",125 GeV,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345097.PowhegPythia8EvtGen_NNLOPS_nnlo_30_ggH125_mumu.py
345098,PowhegPythia8EvtGen_NNPDF3_AZNLO_ggZH125_Hmumu_Zinc,e5966,2.69e-05,1.0,1.0,39000.0,2239.9658113718033,128.65248297728837,"gg->ZH, H->mumu, Z->all",Powheg+Pythia8(v8.212)+EvtGen(v1.2.0),"['2muon', 'Higgs', 'SM', 'SMHiggs', 'ZHiggs', 'mH125']","POWHEG+Pythia8 gg->H+Z production: Z->all, H->mumu",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345098.PowhegPythia8EvtGen_NNPDF3_AZNLO_ggZH125_Hmumu_Zinc.py
345103,PowhegPythia8EvtGen_NNPDF30_AZNLO_ZH125J_Hmumu_Zincl_MINLO,e5834,0.0001667,1.0,1.0,50000.0,38059.94853234291,30109.199555007897,"qq->ZH, H->mumu, Z->all",Powheg+Pythia8(v8.212)+EvtGen(v1.2.0),"['2muon', 'Higgs', 'SM', 'SMHiggs', 'ZHiggs', 'mH125']","POWHEG+MiNLO+Pythia8 H+Z+jet production: Z->all, H->mumu",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345103.PowhegPythia8EvtGen_NNPDF30_AZNLO_ZH125J_Hmumu_Zincl_MINLO.py
345104,PowhegPythia8EvtGen_NNPDF30_AZNLO_WpH125J_Hmumu_Wincl_MINLO,e5834,0.00020932,1.0,1.0,50000.0,43127.23347580433,38446.8561945332,"qq->WpH, H->mumu, W->all",Powheg+Pythia8(v8.212)+EvtGen(v1.2.0),"['2muon', 'Higgs', 'SM', 'SMHiggs', 'WHiggs', 'mH125']","POWHEG+MiNLO+Pythia8 H+Wp+jet production: W->all, H->mumu",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345104.PowhegPythia8EvtGen_NNPDF30_AZNLO_WpH125J_Hmumu_Wincl_MINLO.py
345105,PowhegPythia8EvtGen_NNPDF30_AZNLO_WmH125J_Hmumu_Wincl_MINLO,e5834,0.00013341,1.0,1.0,30000.0,16222.101777791977,9041.08449376968,"qq->WmH, H->mumu, W->all",Powheg+Pythia8(v8.212)+EvtGen(v1.2.0),"['2muon', 'Higgs', 'SM', 'SMHiggs', 'WHiggs', 'mH125']","POWHEG+MiNLO+Pythia8 H+Wm+jet production: W->all, H->mumu",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345105.PowhegPythia8EvtGen_NNPDF30_AZNLO_WmH125J_Hmumu_Wincl_MINLO.py
345106,PowhegPythia8EvtGen_NNPDF30_AZNLOCTEQ6L1_VBFH125_mumu,e5733,0.00082296,1.0,1.0,120000.0,448400.0503101349,1687425.1135554446,"VBF H, H->mumu",Powheg(v2_r3052)+Pythia8(v8.212)+EvtGen(v1.2.0),"['Higgs', 'SM', 'SMHiggs', 'VBF', 'diphoton', 'mH125']","POWHEG+PYTHIA8+EVTGEN, VBF H->mumu",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345106.PowhegPythia8EvtGen_NNPDF30_AZNLOCTEQ6L1_VBFH125_mumu.py
345112,PowhegPythia8EvtGen_NNPDF3_AZNLO_ZH125J_MINLO_vvcc_VpT,e5765,0.15017,1.0,1.0,120000.0,18041.147427741438,4946.190225455457,"qq->ZH, H->cc, Z->vv",Powheg+Pythia8(v8.212)+EvtGen(v1.2.0),"['Higgs', 'SM', 'SMHiggs', 'ZHiggs', 'mH125']",POWHEG+MiNLO+Pythia8 H+Z+jet->vvccbar production,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345112.PowhegPythia8EvtGen_NNPDF3_AZNLO_ZH125J_MINLO_vvcc_VpT.py
345114,PowhegPythia8EvtGen_NNPDF3_AZNLO_ggZH125_vvcc,e6042,0.011379,1.0,1.0,100000.0,1138.7565052136779,12.968290752002979,"gg->ZH, H->cc, Z->vv",Powheg+Pythia8(v8.212)+EvtGen(v1.6.0),"['Higgs', 'SM', 'SMHiggs', 'ZHiggs', 'mH125']",POWHEG+Pythia8 gg->H+Z->vvccbar production,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345114.PowhegPythia8EvtGen_NNPDF3_AZNLO_ggZH125_vvcc.py
345120,PowhegPy8EG_NNLOPS_nnlo_30_ggH125_tautaul13l7,e5814,3.0469,0.053756,1.0,168000.0,4762928.187004089,136321395.45672393,gg->H->tautau->ll,Powheg+Pythia8(v8.212)+EvtGen(v1.6.0),"['1jet', '2tau', 'Higgs', 'SM', 'SMHiggs', 'mH125']",POWHEG+PYTHIA8+EVTGEN H+jet production with NNLOPS,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345120.PowhegPy8EG_NNLOPS_nnlo_30_ggH125_tautaul13l7.py
345121,PowhegPy8EG_NNLOPS_nnlo_30_ggH125_tautaulm15hp20,e5814,6.0938,0.037749,1.0,140000.0,3970398.1756477356,113601162.88060963,gg->H -> tautau -> l-h+,Powheg+Pythia8(v8.212)+EvtGen(v1.6.0),"['1jet', '2tau', 'Higgs', 'SM', 'SMHiggs', 'mH125']",POWHEG+PYTHIA8+EVTGEN H+jet production with NNLOPS,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345121.PowhegPy8EG_NNLOPS_nnlo_30_ggH125_tautaulm15hp20.py
